gt,pred,rouge1,rouge2,rougeL,bleu,meteor,wer
when you discover an island that belongs to nobody it is yours,extraordinary i to said your no goodbye in so i said all,0.16666666666666666,0.0,0.16666666666666666,9.788429383461836e-232,0.08333333333333333,1.0
when you get an idea before any one else you take out a patent on it it is yours,extraordinary i to said your no goodbye in so i said all i is now which said man thought,0.10526315789473684,0.0,0.05263157894736842,8.726094729337945e-232,0.10526315789473684,1.0
so with me i own the stars because nobody else before me ever thought of owning them yes that is true said the little prince,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake,0.24,0.0,0.16,8.147480343967206e-232,0.12,1.0
and what do you do with them i administer them replied the businessman,extraordinary i to said your no goodbye in so i said all i,0.07692307692307693,0.0,0.07692307692307693,1.1409851298103347e-231,0.038461538461538464,1.0
i count them and recount them,extraordinary i to said your no,0.16666666666666666,0.0,0.16666666666666666,1.1640469867513693e-231,0.08333333333333333,1.0
it is difficult,extraordinary i to,0.0,0.0,0.0,1.384292958842266e-231,0.0,1.0
but i am a man who is naturally interested in matters of consequence the little prince was still not satisfied,extraordinary i to said your no goodbye in so i said all i is now which said man thought i,0.20000000000000004,0.0,0.10000000000000002,1.0244914152188952e-231,0.10000000000000002,0.95
if i owned a silk scarf he said i could put it around my neck and take it away with me,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place,0.14285714285714285,0.0,0.14285714285714285,8.510469113101058e-232,0.09523809523809523,0.9523809523809523
if i owned a flower i could pluck that flower and take it away with me,extraordinary i to said your no goodbye in so i said all i is now which,0.125,0.0,0.125,9.109159947227211e-232,0.0625,0.9375
but you cannot pluck the stars from heaven no,extraordinary i to said your no goodbye in so,0.1111111111111111,0.0,0.1111111111111111,0.0,0.05555555555555555,1.0
but i can put them in the bank whatever does that mean that means that i write the number of my stars on a little paper,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then,0.11538461538461539,0.0,0.11538461538461539,8.06798322521923e-232,0.09615384615384616,0.9615384615384616
and then i put this paper in a drawer and lock it with a key and that is all that is enough said the businessman,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake,0.24,0.0,0.20000000000000004,8.147480343967206e-232,0.21281250000000002,1.0
it is entertaining thought the little prince,extraordinary i to said your no goodbye,0.0,0.0,0.0,1.1200407237786664e-231,0.0,1.0
it is rather poetic,extraordinary i to said,0.0,0.0,0.0,1.2882297539194154e-231,0.0,1.0
but it is of no great consequence on matters of consequence the little prince had ideas which were very different from those of the grownups,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake,0.16,0.0,0.08,8.147480343967206e-232,0.10000000000000002,1.0
i myself own a flower he continued his conversation with the businessman which i water every day,extraordinary i to said your no goodbye in so i said all i is now which said,0.17647058823529413,0.0,0.11764705882352941,8.972141065609098e-232,0.08823529411764706,1.0
i own three volcanoes which i clean out every week for i also clean out the one that is extinct one never knows,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some,0.21739130434782608,0.0,0.17391304347826086,8.319100378795605e-232,0.13043478260869565,0.9565217391304348
it is of some use to my volcanoes and it is of some use to my flower that i own them,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place,0.14285714285714285,0.0,0.14285714285714285,8.510469113101058e-232,0.07142857142857142,1.0
but you are of no use to the stars the businessman opened his mouth but he found nothing to say in answer,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because,0.13636363636363635,0.0,0.09090909090909091,8.412065649527267e-232,0.09090909090909091,1.0
and the little prince went away,extraordinary i to said your no,0.0,0.0,0.0,1.1640469867513693e-231,0.0,1.0
the grownups are certainly altogether extraordinary he said simply talking to himself as he continued on his journey,extraordinary i to said your no goodbye in so i said all i is now which said man,0.16666666666666666,0.0,0.1111111111111111,8.844844403089352e-232,0.08333333333333333,1.0
the fifth planet was very strange,extraordinary i to said your no,0.0,0.0,0.0,1.1640469867513693e-231,0.0,1.0
it was the smallest of all,extraordinary i to said your no,0.0,0.0,0.0,8.34076112986429e-232,0.0,1.0
there was just enough room on it for a street lamp and a lamplighter,extraordinary i to said your no goodbye in so i said all i is,0.0,0.0,0.0,9.418382295637229e-232,0.0,1.0
the little prince was not able to reach any explanation of the use of a street lamp and a lamplighter somewhere in the heavens on a planet which had no people and not one house,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked,0.17142857142857143,0.0,0.11428571428571428,7.490163752058132e-232,0.10000000000000002,1.0
but he said to himself nevertheless it may well be that this man is absurd,extraordinary i to said your no goodbye in so i said all i is now,0.20000000000000004,0.0,0.13333333333333333,9.257324954728539e-232,0.10000000000000002,0.9333333333333333
but he is not so absurd as the king the conceited man the businessman and the tippler,extraordinary i to said your no goodbye in so i said all i is now which said,0.11764705882352941,0.0,0.058823529411764705,8.972141065609098e-232,0.058823529411764705,1.0
for at least his work has some meaning,extraordinary i to said your no goodbye in,0.0,0.0,0.0,1.0832677820940877e-231,0.0,1.0
when he lights his street lamp it is as if he brought one more star to life or one flower,extraordinary i to said your no goodbye in so i said all i is now which said man thought i,0.10000000000000002,0.0,0.05000000000000001,8.614911585158347e-232,0.10000000000000002,1.0
when he puts out his lamp he sends the flower or the star to sleep,extraordinary i to said your no goodbye in so i said all i is now,0.06666666666666667,0.0,0.06666666666666667,9.257324954728539e-232,0.03333333333333333,1.0
that is a beautiful occupation,extraordinary i to said your,0.0,0.0,0.0,1.2183324802375697e-231,0.0,1.0
and since it is beautiful it is truly useful when he arrived on the planet he respectfully saluted the lamplighter,extraordinary i to said your no goodbye in so i said all i is now which said man thought i,0.05000000000000001,0.0,0.05000000000000001,8.614911585158347e-232,0.025000000000000005,1.0
good morning,extraordinary i,0.0,0.0,0.0,5.635809992474887e-232,0.0,1.0
why have you just put out your lamp those are the orders replied the lamplighter,extraordinary i to said your no goodbye in so i said all i is now,0.06666666666666667,0.0,0.06666666666666667,9.257324954728539e-232,0.06666666666666667,1.0
good morning what are the orders the orders are that i put out my lamp,extraordinary i to said your no goodbye in so i said all i is now,0.06666666666666667,0.0,0.06666666666666667,9.257324954728539e-232,0.10000000000000002,1.0
good evening and he lighted his lamp again,extraordinary i to said your no goodbye in,0.0,0.0,0.0,1.0832677820940877e-231,0.0,1.0
but why have you just lighted it again those are the orders replied the lamplighter,extraordinary i to said your no goodbye in so i said all i is now,0.0,0.0,0.0,9.257324954728539e-232,0.03333333333333333,1.0
i do not understand said the little prince,extraordinary i to said your no goodbye in,0.25,0.0,0.25,1.0832677820940877e-231,0.125,1.0
there is nothing to understand said the lamplighter,extraordinary i to said your no goodbye in,0.25,0.0,0.25,1.0832677820940877e-231,0.125,1.0
orders are orders,extraordinary i to,0.0,0.0,0.0,0.0,0.0,1.0
good morning and he put out his lamp,extraordinary i to said your no goodbye in,0.0,0.0,0.0,1.0832677820940877e-231,0.0,1.0
then he mopped his forehead with a handkerchief decorated with red squares,extraordinary i to said your no goodbye in so i said all,0.0,0.0,0.0,9.788429383461836e-232,0.041666666666666664,1.0
i follow a terrible profession,extraordinary i to said your,0.20000000000000004,0.0,0.20000000000000004,9.97486269044271e-232,0.10000000000000002,1.0
in the old days it was reasonable,extraordinary i to said your no goodbye,0.0,0.0,0.0,1.1200407237786664e-231,0.0,1.0
i put the lamp out in the morning and in the evening i lighted it again,extraordinary i to said your no goodbye in so i said all i is now which,0.1875,0.0,0.1875,9.109159947227211e-232,0.09375,0.9375
i had the rest of the day for relaxation and the rest of the night for sleep and the orders have been changed since that time the orders have not been changed said the lamplighter,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked,0.08571428571428572,0.0,0.08571428571428572,7.490163752058132e-232,0.07142857142857142,0.9714285714285714
that is the tragedy,extraordinary i to said,0.0,0.0,0.0,1.2882297539194154e-231,0.0,1.0
from year to year the planet has turned more rapidly and the orders have not been changed then what asked the little prince,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some,0.043478260869565216,0.0,0.043478260869565216,8.319100378795605e-232,0.06521739130434782,0.9565217391304348
then the planet now makes a complete turn every minute and i no longer have a single second for repose,extraordinary i to said your no goodbye in so i said all i is now which said man thought i,0.15,0.0,0.10000000000000002,8.614911585158347e-232,0.10000000000000002,1.0
once every minute i have to light my lamp and put it out that is very funny,extraordinary i to said your no goodbye in so i said all i is now which said,0.17647058823529413,0.0,0.17647058823529413,8.972141065609098e-232,0.08823529411764706,1.0
a day lasts only one minute here where you live it is not funny at all said the lamplighter,extraordinary i to said your no goodbye in so i said all i is now which said man thought,0.15789473684210525,0.0,0.10526315789473684,8.726094729337945e-232,0.10526315789473684,0.9473684210526315
while we have been talking together a month has gone by a month yes a month,extraordinary i to said your no goodbye in so i said all i is now which,0.0,0.0,0.0,9.109159947227211e-232,0.0,1.0
thirty minutes,extraordinary i,0.0,0.0,0.0,2.0732986305800918e-232,0.0,1.0
thirty days,extraordinary i,0.0,0.0,0.0,5.635809992474887e-232,0.0,1.0
good evening and he lighted his lamp again,extraordinary i to said your no goodbye in,0.0,0.0,0.0,1.0832677820940877e-231,0.0,1.0
as the little prince watched him he felt that he loved this lamplighter who was so faithful to his orders,extraordinary i to said your no goodbye in so i said all i is now which said man thought i,0.10000000000000002,0.0,0.05000000000000001,8.614911585158347e-232,0.075,1.0
he remembered the sunsets which he himself had gone to seek in other days merely by pulling up his chair and he wanted to help his friend,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from,0.1111111111111111,0.0,0.07407407407407407,7.992219124248642e-232,0.05555555555555555,1.0
you know he said i can tell you a way you can rest whenever you want to i always want to rest said the lamplighter,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake,0.20000000000000004,0.0,0.16,8.147480343967206e-232,0.12,0.96
for it is possible for a man to be faithful and lazy at the same time,extraordinary i to said your no goodbye in so i said all i is now which,0.125,0.0,0.0625,9.109159947227211e-232,0.0625,1.0
the little prince went on with his explanation your planet is so small that three strides will take you all the way around it,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it,0.20833333333333334,0.0,0.16666666666666666,8.231055179516831e-232,0.17766203703703703,0.9583333333333334
to be always in the sunshine you need only walk along rather slowly,extraordinary i to said your no goodbye in so i said all i,0.15384615384615385,0.0,0.15384615384615385,9.594503055152632e-232,0.07692307692307693,1.0
when you want to rest you will walk and the day will last as long as you like that doesnt do me much good said the lamplighter,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from,0.07407407407407407,0.0,0.07407407407407407,7.992219124248642e-232,0.037037037037037035,1.0
the one thing i love in life is to sleep then youre unlucky said the little prince,extraordinary i to said your no goodbye in so i said all i is now which said,0.35294117647058826,0.0,0.23529411764705882,8.972141065609098e-232,0.23529411764705882,1.0
i am unlucky said the lamplighter,extraordinary i to said your no,0.3333333333333333,0.0,0.3333333333333333,9.853445011990208e-232,0.16666666666666666,0.8333333333333334
good morning and he put out his lamp,extraordinary i to said your no goodbye in,0.0,0.0,0.0,1.0832677820940877e-231,0.0,1.0
that man said the little prince to himself as he continued farther on his journey that man would be scorned by all the others by the king by the conceited man by the tippler by the businessman,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out own,0.16216216216216217,0.0,0.10810810810810811,7.386826398032373e-232,0.09459459459459459,0.972972972972973
nevertheless he is the only one of them all who does not seem to me ridiculous,extraordinary i to said your no goodbye in so i said all i is now which,0.1875,0.0,0.0625,1.0832677820940877e-231,0.125,1.0
perhaps that is because he is thinking of something else besides himself he breathed a sigh of regret and said to himself again that man is the only one of them all whom i could have made my friend,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out own you millions,0.20512820512820512,0.0,0.10256410256410256,8.669612184277444e-232,0.14102564102564102,1.0
but his planet is indeed too small,extraordinary i to said your no goodbye,0.0,0.0,0.0,1.1200407237786664e-231,0.0,1.0
there is no room on it for two people what the little prince did not dare confess was that he was sorry most of all to leave this planet because it was blest every day with  sunsets,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out own,0.21621621621621623,0.0,0.10810810810810811,7.386826398032373e-232,0.10810810810810811,1.0
the sixth planet was ten times larger than the last one,extraordinary i to said your no goodbye in so i said,0.0,0.0,0.0,1.0003688322288243e-231,0.045454545454545456,1.0
it was inhabited by an old gentleman who wrote voluminous books,extraordinary i to said your no goodbye in so i said,0.0,0.0,0.0,1.1896457329133973e-231,0.0,1.0
oh look,extraordinary i,0.0,0.0,0.0,0.0,0.0,1.0
here is an explorer he exclaimed to himself when he saw the little prince coming,extraordinary i to said your no goodbye in so i said all i is now,0.13333333333333333,0.0,0.06666666666666667,9.257324954728539e-232,0.06666666666666667,1.0
the little prince sat down on the table and panted a little,extraordinary i to said your no goodbye in so i said all,0.0,0.0,0.0,9.788429383461836e-232,0.0,1.0
he had already travelled so much and so far,extraordinary i to said your no goodbye in so,0.1111111111111111,0.0,0.1111111111111111,0.0,0.05555555555555555,1.0
where do you come from the old gentleman said to him,extraordinary i to said your no goodbye in so i said,0.18181818181818182,0.0,0.09090909090909091,1.0003688322288243e-231,0.09090909090909091,1.0
what is that big book said the little prince,extraordinary i to said your no goodbye in so,0.1111111111111111,0.0,0.1111111111111111,1.0518351895246305e-231,0.05555555555555555,1.0
what are you doing i am a geographer the old gentleman said to him,extraordinary i to said your no goodbye in so i said all i is,0.21428571428571427,0.0,0.14285714285714285,9.418382295637229e-232,0.10714285714285715,1.0
what is a geographer asked the little prince,extraordinary i to said your no goodbye in,0.0,0.0,0.0,1.0832677820940877e-231,0.0,1.0
a geographer is a scholar who knows the location of all the seas rivers towns mountains and deserts that is very interesting said the little prince,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then,0.11538461538461539,0.0,0.11538461538461539,9.594503055152632e-232,0.057692307692307696,1.0
here at last is a man who has a real profession and he cast a look around him at the planet of the geographer,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it,0.08333333333333333,0.0,0.08333333333333333,8.231055179516831e-232,0.0625,1.0
it was the most magnificent and stately planet that he had ever seen,extraordinary i to said your no goodbye in so i said all i,0.0,0.0,0.0,1.1409851298103347e-231,0.038461538461538464,1.0
your planet is very beautiful he said,extraordinary i to said your no goodbye,0.2857142857142857,0.0,0.14285714285714285,1.1200407237786664e-231,0.14285714285714285,1.0
has it any oceans i couldnt tell you said the geographer,extraordinary i to said your no goodbye in so i said,0.18181818181818182,0.0,0.18181818181818182,1.0003688322288243e-231,0.13636363636363635,1.0
ah the little prince was disappointed,extraordinary i to said your no,0.0,0.0,0.0,1.1640469867513693e-231,0.0,1.0
has it any mountains i couldnt tell you said the geographer,extraordinary i to said your no goodbye in so i said,0.18181818181818182,0.0,0.18181818181818182,1.0003688322288243e-231,0.13636363636363635,1.0
and towns and rivers and deserts i couldnt tell you that either but you are a geographer exactly the geographer said,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place,0.09523809523809523,0.0,0.09523809523809523,8.510469113101058e-232,0.07142857142857142,1.0
but i am not an explorer,extraordinary i to said your no,0.16666666666666666,0.0,0.16666666666666666,8.34076112986429e-232,0.08333333333333333,0.8333333333333334
i havent a single explorer on my planet,extraordinary i to said your no goodbye in,0.125,0.0,0.125,1.0832677820940877e-231,0.0625,1.0
it is not the geographer who goes out to count the towns the rivers the mountains the seas the oceans and the deserts,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some,0.08695652173913043,0.0,0.043478260869565216,8.319100378795605e-232,0.043478260869565216,1.0
the geographer is much too important to go loafing about,extraordinary i to said your no goodbye in so i,0.10000000000000002,0.0,0.10000000000000002,1.0244914152188952e-231,0.05000000000000001,1.0
he does not leave his desk,extraordinary i to said your no,0.0,0.0,0.0,1.1640469867513693e-231,0.0,1.0
but he receives the explorers in his study,extraordinary i to said your no goodbye in,0.125,0.0,0.125,1.0832677820940877e-231,0.0625,1.0
he asks them questions and he notes down what they recall of their travels,extraordinary i to said your no goodbye in so i said all i is,0.0,0.0,0.0,9.418382295637229e-232,0.0,1.0
and if the recollections of any one among them seem interesting to him the geographer orders an inquiry into that explorers moral character why is that because an explorer who told lies would bring disaster on the books of the geographer,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out own you millions stars way,0.12195121951219512,0.0,0.0975609756097561,8.561894227089738e-232,0.0975609756097561,1.0
so would an explorer who drank too much why is that asked the little prince,extraordinary i to said your no goodbye in so i said all i is now,0.13333333333333333,0.0,0.13333333333333333,9.257324954728539e-232,0.06666666666666667,1.0
because intoxicated men see double,extraordinary i to said your,0.0,0.0,0.0,9.97486269044271e-232,0.0,1.0
then the geographer would note down two mountains in a place where there was only one i know some one said the little prince who would make a bad explorer that is possible,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much,0.24242424242424243,0.0,0.12121212121212122,7.601159375410181e-232,0.15151515151515152,1.0
then when the moral character of the explorer is shown to be good an inquiry is ordered into his discovery one goes to see it no,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then,0.19230769230769232,0.0,0.11538461538461539,9.594503055152632e-232,0.1346153846153846,1.0
that would be too complicated,extraordinary i to said your,0.0,0.0,0.0,1.2183324802375697e-231,0.0,1.0
but one requires the explorer to furnish proofs,extraordinary i to said your no goodbye in,0.125,0.0,0.125,1.0832677820940877e-231,0.125,1.0
for example if the discovery in question is that of a large mountain one requires that large stones be brought back from it the geographer was suddenly stirred to excitement,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on,0.20000000000000004,0.0,0.13333333333333333,7.784451369270533e-232,0.11666666666666667,1.0
but you come from far away,extraordinary i to said your no,0.0,0.0,0.0,0.0,0.0,1.0
you are an explorer,extraordinary i to said,0.0,0.0,0.0,0.0,0.0,1.0
you shall describe your planet to me and having opened his big register the geographer sharpened his pencil,extraordinary i to said your no goodbye in so i said all i is now which said man,0.1111111111111111,0.0,0.05555555555555555,8.844844403089352e-232,0.05555555555555555,1.0
the recitals of explorers are put down first in pencil,extraordinary i to said your no goodbye in so i,0.10000000000000002,0.0,0.10000000000000002,1.0244914152188952e-231,0.05000000000000001,1.0
one waits until the explorer has furnished proofs before putting them down in ink,extraordinary i to said your no goodbye in so i said all i is,0.07142857142857142,0.0,0.07142857142857142,9.418382295637229e-232,0.07142857142857142,1.0
well said the geographer expectantly,extraordinary i to said your,0.20000000000000004,0.0,0.20000000000000004,1.2183324802375697e-231,0.10000000000000002,1.0
oh where i live said the little prince it is not very interesting,extraordinary i to said your no goodbye in so i said all i,0.15384615384615385,0.0,0.15384615384615385,1.1409851298103347e-231,0.07692307692307693,0.9230769230769231
it is all so small,extraordinary i to said your,0.0,0.0,0.0,1.2183324802375697e-231,0.0,1.0
i have three volcanoes,extraordinary i to said,0.25,0.0,0.25,1.2882297539194154e-231,0.125,1.0
two volcanoes are active and the other is extinct,extraordinary i to said your no goodbye in so,0.0,0.0,0.0,1.0518351895246305e-231,0.0,1.0
but one never knows one never knows said the geographer,extraordinary i to said your no goodbye in so i,0.10000000000000002,0.0,0.10000000000000002,1.0244914152188952e-231,0.15,1.0
i have also a flower we do not record flowers said the geographer,extraordinary i to said your no goodbye in so i said all i,0.15384615384615385,0.0,0.15384615384615385,9.594503055152632e-232,0.07692307692307693,0.9230769230769231
why is that,extraordinary i to,0.0,0.0,0.0,1.384292958842266e-231,0.0,1.0
the flower is the most beautiful thing on my planet we do not record them said the geographer because they are ephemeral what does that mean ephemeral geographies said the geographer are the books which of all books are most concerned with matters of consequence,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out own you millions stars way was without to in,0.17777777777777778,0.0,0.08888888888888889,7.03404585427606e-232,0.10000000000000002,1.0
they never become oldfashioned,extraordinary i to said,0.0,0.0,0.0,1.2882297539194154e-231,0.0,1.0
it is very rarely that a mountain changes its position,extraordinary i to said your no goodbye in so i,0.0,0.0,0.0,1.2183324802375697e-231,0.0,1.0
it is very rarely that an ocean empties itself of its waters,extraordinary i to said your no goodbye in so i said all,0.0,0.0,0.0,9.788429383461836e-232,0.0,1.0
we write of eternal things but extinct volcanoes may come to life again the little prince interrupted,extraordinary i to said your no goodbye in so i said all i is now which said,0.058823529411764705,0.0,0.058823529411764705,8.972141065609098e-232,0.029411764705882353,1.0
what does that mean ephemeral whether volcanoes are extinct or alive it comes to the same thing for us said the geographer,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because,0.09090909090909091,0.0,0.09090909090909091,8.412065649527267e-232,0.06818181818181818,1.0
the thing that matters to us is the mountain,extraordinary i to said your no goodbye in so,0.1111111111111111,0.0,0.1111111111111111,1.0518351895246305e-231,0.05555555555555555,1.0
it does not change but what does that mean ephemeral repeated the little prince who never in his life had let go of a question once he had asked it,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on,0.10000000000000002,0.0,0.06666666666666667,7.784451369270533e-232,0.06666666666666667,1.0
it means which is in danger of speedy disappearance  is my flower in danger of speedy disappearance certainly it is my flower is ephemeral the little prince said to himself and she has only four thorns to defend herself against the world,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out own you millions stars way was,0.19047619047619047,0.0,0.11904761904761904,7.156422969333831e-232,0.11904761904761904,1.0
and i have left her on my planet all alone that was his first moment of regret,extraordinary i to said your no goodbye in so i said all i is now which said,0.11764705882352941,0.0,0.11764705882352941,8.972141065609098e-232,0.058823529411764705,0.9411764705882353
but he took courage once more,extraordinary i to said your no,0.0,0.0,0.0,0.0,0.0,1.0
what place would you advise me to visit now he asked,extraordinary i to said your no goodbye in so i said,0.09090909090909091,0.0,0.09090909090909091,1.1896457329133973e-231,0.045454545454545456,1.0
the planet earth replied the geographer,extraordinary i to said your no,0.0,0.0,0.0,1.1640469867513693e-231,0.0,1.0
it has a good reputation and the little prince went away thinking of his flower,extraordinary i to said your no goodbye in so i said all i is now,0.0,0.0,0.0,1.1008876702055895e-231,0.0,1.0
so then the seventh planet was the earth,extraordinary i to said your no goodbye in,0.0,0.0,0.0,0.0,0.0,1.0
the earth is not just an ordinary planet,extraordinary i to said your no goodbye in,0.0,0.0,0.0,1.0832677820940877e-231,0.0,1.0
one can count there  kings not forgetting to be sure the negro kings among them  geographers  businessmen  tipplers  conceited men that is to say about  grownups,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then,0.07692307692307693,0.0,0.07692307692307693,8.06798322521923e-232,0.09615384615384616,1.0
to give you an idea of the size of the earth i will tell you that before the invention of electricity it was necessary to maintain over the whole of the six continents a veritable army of  lamplighters for the street lamps,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out own you millions stars way was,0.14285714285714285,0.0,0.09523809523809523,8.510469113101058e-232,0.10714285714285715,0.9761904761904762
seen from a slight distance that would make a splendid spectacle,extraordinary i to said your no goodbye in so i said,0.0,0.0,0.0,1.0003688322288243e-231,0.0,1.0
the movements of this army would be regulated like those of the ballet in the opera,extraordinary i to said your no goodbye in so i said all i is now which,0.0625,0.0,0.0625,9.109159947227211e-232,0.0625,1.0
first would come the turn of the lamplighters of new zealand and australia,extraordinary i to said your no goodbye in so i said all i,0.0,0.0,0.0,9.594503055152632e-232,0.0,1.0
having set their lamps alight these would go off to sleep,extraordinary i to said your no goodbye in so i said,0.09090909090909091,0.0,0.09090909090909091,1.0003688322288243e-231,0.045454545454545456,1.0
next the lamplighters of china and siberia would enter for their steps in the dance and then they too would be waved back into the wings,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then,0.07692307692307693,0.0,0.07692307692307693,9.594503055152632e-232,0.057692307692307696,1.0
after that would come the turn of the lamplighters of russia and the indies then those of africa and europe then those of south america then those of north america,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on,0.06666666666666667,0.0,0.03333333333333333,9.257324954728539e-232,0.05000000000000001,0.9666666666666667
and never would they make a mistake in the order of their entry upon the stage,extraordinary i to said your no goodbye in so i said all i is now which,0.0625,0.0,0.0625,9.109159947227211e-232,0.0625,0.9375
it would be magnificent,extraordinary i to said,0.0,0.0,0.0,1.0032743411283238e-231,0.0,1.0
only the man who was in charge of the single lamp at the north pole and his colleague who was responsible for the single lamp at the south pole only these two would live free from toil and care they would be busy twice a year,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out own you millions stars way was without to in that,0.10869565217391304,0.0,0.06521739130434782,6.995501686664742e-232,0.06521739130434782,1.0
when one wishes to play the wit he sometimes wanders a little from the truth,extraordinary i to said your no goodbye in so i said all i is now,0.06666666666666667,0.0,0.06666666666666667,9.257324954728539e-232,0.06666666666666667,1.0
i have not been altogether honest in what i have told you about the lamplighters,extraordinary i to said your no goodbye in so i said all i is now,0.20000000000000004,0.0,0.20000000000000004,9.257324954728539e-232,0.10000000000000002,0.8666666666666667
and i realise that i run the risk of giving a false idea of our planet to those who do not know it,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some,0.13043478260869565,0.0,0.08695652173913043,9.893133360884868e-232,0.08695652173913043,0.9565217391304348
men occupy a very small place upon the earth,extraordinary i to said your no goodbye in so,0.0,0.0,0.0,0.0,0.0,1.0
if the two billion inhabitants who people its surface were all to stand upright and somewhat crowded together as they do for some big public assembly they could easily be put into one public square twenty miles long and twenty miles wide,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from the thorns on fumble funny much shop asked out own you millions stars way was,0.09523809523809523,0.0,0.047619047619047616,8.510469113101058e-232,0.10714285714285715,0.9761904761904762
all humanity could be piled up on a small pacific islet,extraordinary i to said your no goodbye in so i said,0.0,0.0,0.0,1.1896457329133973e-231,0.0,1.0
the grownups to be sure will not believe you when you tell them that,extraordinary i to said your no goodbye in so i said all i is,0.07142857142857142,0.0,0.07142857142857142,9.418382295637229e-232,0.10714285714285715,0.9285714285714286
they imagine that they fill a great deal of space,extraordinary i to said your no goodbye in so i,0.0,0.0,0.0,1.2183324802375697e-231,0.0,1.0
they fancy themselves as important as the baobabs,extraordinary i to said your no goodbye in,0.0,0.0,0.0,1.0832677820940877e-231,0.0,1.0
you should advise them then to make their own calculations,extraordinary i to said your no goodbye in so i,0.10000000000000002,0.0,0.10000000000000002,8.387826279040936e-232,0.10000000000000002,1.0
they adore figures and that will please them,extraordinary i to said your no goodbye in,0.0,0.0,0.0,1.0832677820940877e-231,0.0,1.0
but do not waste your time on this extra task,extraordinary i to said your no goodbye in so i,0.10000000000000002,0.0,0.10000000000000002,1.0244914152188952e-231,0.05000000000000001,0.9
it is unnecessary,extraordinary i to,0.0,0.0,0.0,1.384292958842266e-231,0.0,1.0
you have i know confidence in me,extraordinary i to said your no goodbye,0.14285714285714285,0.0,0.14285714285714285,1.1200407237786664e-231,0.07142857142857142,1.0
when the little prince arrived on the earth he was very much surprised not to see any people,extraordinary i to said your no goodbye in so i said all i is now which said man,0.05555555555555555,0.0,0.05555555555555555,8.844844403089352e-232,0.027777777777777776,1.0
he was beginning to be afraid he had come to the wrong planet when a coil of gold the colour of the moonlight flashed across the sand,extraordinary i to said your no goodbye in so i said all i is now which said man thought i place because some it snake then from,0.037037037037037035,0.0,0.037037037037037035,9.50440384721771e-232,0.037037037037037035,1.0
good evening said the little prince courteously,extraordinary i to said your no goodbye,0.14285714285714285,0.0,0.14285714285714285,1.1200407237786664e-231,0.07142857142857142,1.0
good evening said the snake,extraordinary i to said your,0.20000000000000004,0.0,0.20000000000000004,1.2183324802375697e-231,0.10000000000000002,1.0
